Mexican_constitution 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	LEE NDI'IN LO'O NE' SE'EN LYI'YA LOO CHIJYA' 
Mexican_constitution 	Las obligaciones a corto plazo, deberán liquidarse a más tardar tres meses antes del término del periodo de gobierno correspondiente y no podrán contratarse nuevas obligaciones durante esos últimos tres meses. 	Nchgaa gasto nu cua' suhue ntsu'hui cha' xcuen Gubiernu can' cunta 'in na xnan coo' ti' ña'an nu ti' lyijyi tyii yjan 'in ne', a cunta a tca 'a ti' culo'o tucua cunta chon' Estado ni' xnan coo' nu cua' tsa tii yjan 'in ne' nu tyi'o ne'. 
Mexican_constitution 	IX. Gravar la producción, el acopio o la venta del tabaco en rama, en forma distinta o con cuotas mayores de las que el Congreso de la Unión autorice. 	IX. Tcun na se'en tyi'o uta xu'hua se'en ne' nchgaa loo quita uta ca ti' na xñi na sca tñin cua' qui'an la si'ya cha' can' tsaña'an nu cua' mdi'in tyaa ne' nchca Diputado lo'o ta 'in ne' Senador. 
Mexican_constitution 	El Congreso de la Unión y las Legislaturas de los Estados dictarán, desde luego, leyes encaminadas a combatir el alcoholismo. 	Ta ne' nchca Diputado lo'o ta 'in ne' nchca Senador, a cunta lo'o ne' ntñan lee 'in sca Estado ntsu'hui cha' tyi'in tyaa ne' scasca lee nu a tsaa tso' cha' 'in cha' cu'hui. 
Mexican_constitution 	Artículo 118. 	Articulo 1o. 
Mexican_constitution 	Tampoco pueden, sin consentimiento del Congreso de la Unión: 	Lee cuiya' 118.** Ticui' cuaña'an a tca cu'ni na lo' cha' a ca jlyo ti' ta 'in ne' nchca Diputado lo'o ta 'in ne' nchca Senador. 
Mexican_constitution 	I. Establecer derechos de tonelaje, ni otro alguno de puertos, ni imponer contribuciones o derechos sobre importaciones o exportaciones. 	I. Tyi'in tyaa na ña'an sten lo' ña'an tyi'o sca nan ni' Estado can' ticui' cuaña'an tu'hua tyi'a tujo'o uta tsala nan nu cua' yu'hui cuiya' sten Estado can'. 
Mexican_constitution 	II. Tener, en ningún tiempo, tropa permanente ni buques de guerra. 	II. Ticui' cuaña'an a tca tyi'in na ta nten nu cu'ni cusuun se'en can'. 
Mexican_constitution 	III. Hacer la guerra por sí a alguna potencia extranjera, exceptuándose los casos de invasión y de peligro tan inminente, que no admita demora. 	III. Uta xuun na cha' 'in ti na lo'o xca quichen tnu nu ndon loo, lo' a su'hua loo na nchgaa nu ti'i caan 'in na cui' nu ti'i nu a tca quita ne' lo'o xi'ni. 
Mexican_constitution 	En estos casos darán cuenta inmediata al Presidente de la República. 	Lo'o tso' cha' re ntsu'hui cha' taa ne' suun lo'o ne' nchca Bsya Chijya', cha' ña'an xcuen ne' cunta. 
Mexican_constitution 	Artículo 119. 	Lee cuiya' 119. 
Mexican_constitution 	Los Poderes de la Unión tienen el deber de proteger a los Estados contra toda invasión o violencia exterior. En cada caso de sublevación o trastorno interior, les prestarán igual protección, siempre que sean excitados por la Legislatura del Estado o por su Ejecutivo, si aquélla no estuviere reunida. 	Cha' cuiya' nu ntsu'hui 'in ta ne' nchca Diputado lo'o ta 'in ne' Senador si'yana tca culaa ne' 'in sca Estado cha' nde'en xca tucui caan lo' cuchu sca cha' cusuun 'in na, ticui' cuaña'an ntsu'hui cha' taa ne' nu chu'hui cuan 'in Estado can', cha' na taa ne' suun lo'o ne' nu ntñan lee uta 'in Gubiernu cha' nde'en la cha' ndi'in 'in na. 
Mexican_constitution 	Las entidades federativas están obligadas a entregar sin demora a los imputados o sentenciados, así como a practicar el aseguramiento y entrega de objetos, instrumentos o productos del delito, atendiendo a la autoridad de cualquier otra que los requiera. 	Cunda scaa Estado ntsu'hui cha' tyaa na cunta nu ndla la 'in sca ne' m'ni qui'ya uta ne' mdo'o qui'ya 'in, ticui' cuaña'an ntsu'hui cha' tyaa ne' cunta scasca nan nu yla' ne' can' xa m'ni qui'ya lo' ne' nchca bsya ntsu'hui cha' cu'ni cunta ne' cha' re. 
Mexican_constitution 	Estas diligencias se practicarán, con intervención de los respectivos órganos de procuración de justicia, en los términos de los convenios de colaboración que, al efecto, celebren las entidades federativas. 	Nchgaa cha' re ntsu'hui cha' cu'ni cunta ta 'in ne' lyi'ya cunta ña'an ntsu'hui cha' ca xñan bsya lo'o scasca la cha' nu ñi, a cunta si'ya sca cha' nu cu'ni cuiya' Estado can'. 
Mexican_constitution 	Para los mismos fines, las autoridades locales podrán celebrar convenios de colaboración con la Fiscalía General de la República. 	Ticui' si'ya cha' re nchgaa ne' nchca Bsya ni' sca Estado tca cu'ni cuiya' ne' cha' lo'o ta 'in ne' nu cuaan la ti cha' cuiya' ntsu'hui yaa' culyo ni' scasca qui'ya tnu se'en lyi'ya loo Chijya'. 
Mexican_constitution 	Las extradiciones a requerimiento de Estado extranjero serán tramitadas por el Ejecutivo Federal, con la intervención de la autoridad judicial en los términos de esta Constitución, los Tratados Internacionales que al respecto se suscriban y las leyes reglamentarias. 	Ne' nu ntsu'hui na'an chcuan uta sca ne' cua' nguinu lo' jñan xca quichen tnu 'in, 'in Bsya Chijya' ntsu'hui cha' jñan ne' 'in can' una lo'o scasca ne' bse ntsu'hui cha' sten yu'hui ne' loo cha' can' tsaña'an cha' nu nchcui' lee nu nguinu scua 'in quichen Chijya', a cunta lo'o scasca la cha' nu m'ni cuiya' quichen Chijya' lo'o scasca quichen tnu. 
Mexican_constitution 	En esos casos, el auto del juez que mande cumplir la requisitoria será bastante para motivar la detención hasta por sesenta días naturales. 	Loo cha' re sca ne' bse nu cu'ya cha' re tsa snan ylan tsaan, ntsu'hui cha' tcun su'hua ne' 'in ne' nu quinu can'. 
Mexican_constitution 	Artículo 120. 	Lee cuiya' 120. 
Mexican_constitution 	Los Gobernadores de los Estados están obligados a publicar y hacer cumplir las leyes federales. 	Nchgaa ne' nu nchca Gubiernu 'in sca Estado ntsu'hui cha' cuiya' cu'ni cueen ne' sca lee, lo' chcui' ne' lo'o nten si'yana ca ja'an ne' 'in lee can'. 
Mexican_constitution 	Artículo 121. 	Lee cuiya' 121. 
Mexican_constitution 	En cada Estado de la Federación se dará entera fe y crédito de los actos públicos, registros y procedimientos judiciales de todos los otros. 	Cunda scaa cha' nu cu'ni nten quichen lo'o scasca xñan bsya nu ca. Estado 'in quichen Chijya' ntsu'hui cha' tsaqui'an ti' cha' can'. 
Mexican_constitution 	El Congreso de la Unión, por medio de leyes generales, prescribirá la manera de probar dichos actos, registros y procedimientos, y el efecto de ellos, sujetándose a las bases siguientes: 	Ta 'in ne' nchca Diputado lo'o ta 'in ne' nchca Senador lo'o scasca lee nu tyi'in tyaa ne' ntsu'hui cha' quinu tsu'hue tiquee ne' lo'o cha' 'in xñan bsya can' una nde cha' cu'ni cunta ne'. 
Mexican_constitution 	I. Las leyes de un Estado sólo tendrán efecto en su propio territorio, y, por consiguiente, no podrán ser obligatorias fuera de él. 	I. Lee nu nguinu scua ni' sca Estado ntsu'hui lyoo tsa ni' ti Estado can', lo' si'ya cha' can' a tca xicu'ni na 'in nde'en tucui ca ja'an 'in lee can' cha' si'i 'a ni' Estado can' ndon. 
Mexican_constitution 	II. Los bienes muebles e inmuebles se regirán por la ley del lugar de su ubicación. 	II. Nchgaa nan, lo'o yuu ntsu'hui cha' tyi'in na tsaña'an nu ndi'in tyaa lee cha'. 
Mexican_constitution 	III. Las sentencias pronunciadas por los tribunales de un Estado sobre derechos reales o bienes inmuebles ubicados en otro Estado, sólo tendrán fuerza ejecutoria en éste, cuando así lo dispongan sus propias leyes. 	III. Nchgaa cha' nu chcui' sca ne' bse xa nu tyi'in tyaa ne' nchgaa cha' nu nga'an cha' qui'ni ca'an 'in sca 'in nan nu ndi'in xca Estado. Ntsu'hui lyoo cha' can' cha' na cuaña'an nchcui' lee 'in ne'. 
Mexican_constitution 	Las sentencias sobre derechos personales sólo serán ejecutadas en otro Estado, cuando la persona condenada se haya sometido expresamente o por razón de domicilio, a la justicia que las pronunció, y siempre que haya sido citada personalmente para ocurrir al juicio. 	Nchgaa cha' nu chcui' ne' tso' cha' 'in cha' nu nga'an cha' qui'ni ca'an 'in nten, ntsu'hui lyoo cha' can' ni' xca Estado xa nu sca ne' nu mdo'o qui'ya 'in can' mdaa ne' suun cha' 'in se'en ndi'in, 'in ne' nu m'ni xñan bsya 'in ne', lo' cha' msi'ya can' 'in ne' si'yana tsaa ne' ca xñan bsya 'in ne'. 
Mexican_constitution 	IV. Los actos del estado civil ajustados a las leyes de un Estado, tendrán validez en los otros. 	IV. Ña'an nu ndyijyin sca tucui lo bse ntsu'hui lyoo cha' can' xca Estado. 
Mexican_constitution 	V. Los títulos profesionales expedidos por las autoridades de un Estado, con sujeción a sus leyes, serás (sic DOF 05-02-1917) respetados en los otros. 	V. Nchgaa quityi nu ntsu'hui lyoo cha' nu m'ni cha'an sca tucui, lo' cha' ña'an nchcui' lee nguiaa' scua na, (sic DOF 05-02-1917) ntsu'hui cha' caja nu su'hua loo 'in na xca Estado. 
Mexican_constitution 	Artículo 122. 	Lee cuiya' 122. 
Mexican_constitution 	Definida por el artículo 44 de este ordenamiento la naturaleza jurídica del Distrito Federal, su gobierno está a cargo de los Poderes Federales y de los órganos Ejecutivo, Legislativo y Judicial de carácter local, en los términos de este artículo. 	Nchgaa cha' nu nchcui' lee cuiya' 44 tso' cha' 'in lee nu ndi'in Distrito 'in quichen Chijya', ne' nu nchca Gubiernu 'in ne' ca lca ne' nu ntsu'hui cha' cuiya' 'in la Chijya' cui' Bsya Chijya', ne' ntñan lee, lo'o ne' n'ni cha' nchca ja'an nten lee, cui' ne' culoo tñan se'en can' tsaña'an cha' nu ndi'in tyaa lee nu nguinu scua 'in quichen Chijya'. 
Mexican_constitution 	Son autoridades locales del Distrito Federal, la Asamblea Legislativa, el Jefe de Gobierno del Distrito Federal y el Tribunal Superior de Justicia. 	Ne' nu ntsu'hui cha' cuiya' yaa' se'en lca Distrito 'in quichen Chijya' ca lca ne' sca ta ne' nchca Diputado, Gubiernu 'in ne', lo'o ne' bse nu n'ni xñan bsya se'en can'. 
Mexican_constitution 	La Asamblea Legislativa del Distrito Federal se integrará con el número de diputados electos según los principios de mayoría relativa y de representación proporcional, mediante el sistema de listas votadas en una circunscripción plurinominal, en los términos que señalen esta Constitución y el Estatuto de Gobierno. 	Sca ta ne' nchca Diputado nu cu'ya tñan se'en can' ntsu'hui cha' tyi'o ton ne' se'en qui'an la nten culo ton 'in ne', lo' cuaña'an ntsu'hui cha' cu'ya ne' tñan, cua' ña'an se'en ngua'an scua nii ne' si'yana cui' ne' tyi'o ton ne', tsaña'an cha' nu ndi'in tyaa lee nu nguinu scua 'in quichen Chijya' lo'o lee 'in Gubiernu 'in Distrito 'in quichen Chijya'. 
Mexican_constitution 	El Jefe de Gobierno del Distrito Federal tendrá a su cargo el Ejecutivo y la administración pública en la entidad y recaerá en una sola persona, elegida por votación universal, libre, directa y secreta. 	Ne' nu ntsu'hui cha' ca Gubiernu 'in Distrito 'in quichen Chijya', sca ti tucui ntsu'hui cha' ca Gubiernu can', lo' cui' ne' cu'ya ne' cunta 'in Distrito can', lo' libre 'in ne' tyi'o ton ne' a cunta nten culo ton ne' nu nchca ti' ne'. 
Mexican_constitution 	El Tribunal Superior de Justicia y el Consejo de la Judicatura, con los demás órganos que establezca el Estatuto de Gobierno, ejercerán la función judicial del fuero común en el Distrito Federal. 	Ne' bse nu n'ni xñan bsya se'en can', a cunta lo'o ne' cu'ni cunta cha' cui' ña'an nchca xñan bsya se'en can', lo'o scasca la ta ne' nu tyi'in tyaa Gubiernu, cui' ne' ntsu'hui cha' cuiya' 'in ne' cu'ni ne' xñan bsya se'en lyi'ya loo Distrito 'in quichen Chijya'. 
Mexican_constitution 	La distribución de competencias entre los Poderes de la Unión y las autoridades locales del Distrito Federal se sujetará a las siguientes disposiciones: 	Nchgaa cha' nu ntsu'hui cha' qui'ni ca'an 'in ta 'in ne' nchca Diputado lo'o ta 'in ne' nchca Senador, lo'o scasca la ne' lyi'ya tñan Distrito 'in quichen Chijya', nde cha' ntsu'hui cha' ca ja'an ne'. 
Mexican_constitution 	A. Corresponde al Congreso de la Unión: 	A. Qui'ni ca'an 'in ta 'in ne' nchca Diputado lo'o ta 'in ne' nchca Senador: 
Mexican_constitution 	I. Legislar en lo relativo al Distrito Federal, con excepción de las materias expresamente conferidas a la Asamblea Legislativa; 	I. Tyi'in tyaa ne' lee 'in Distrito 'in quichen Chijya', una a sten yu'hui ne' lo'o ta ne' nchca Diputado se'en lyi'ya loo Distrito can'; 
Mexican_constitution 	II. Expedir el Estatuto de Gobierno del Distrito Federal; 	II. Tyi'in tyaa ne' scasca cha' nu ntsu'hui cha' ca ja'an ne' nchca Gubiernu 'in Distrito 'in quichen Chijya'; 
Mexican_constitution 	III. Legislar en materia de deuda pública del Distrito Federal; 	III. Tyi'in tyaa ne' tsala tñin nu tca culo'o tucua Distrito 'in quichen Chijya' chon' na; 
Mexican_constitution 	IV. Dictar las disposiciones generales que aseguren el debido, oportuno y eficaz funcionamiento de los Poderes de la Unión; y 	IV. Chcui' na scasca cha' nu tayaa' si'yana tsu'hue ti cu'ni ne' nu ntsu'hui cha' cuiya' yaa' 'in quichen Chijya' tñan; a cunta 
Mexican_constitution 	V. Las demás atribuciones que le señala esta Constitución. 	V. Nchgaa la ña'an cha' nu ndi'in tyaa lee nu nguinu scua 'in quichen Chijya'. 
Mexican_constitution 	B. Corresponde al Presidente de los Estados Unidos Mexicanos: 	B. Cha' nu qui'ni ca'an 'in ne' nchca Bsya Chijya': 
Mexican_constitution 	I. Iniciar leyes ante el Congreso de la Unión en lo relativo al Distrito Federal; 	I. Taa ne' scasca lee 'in ta ne' nchca Diputado lo'o ta 'in ne' nchca Senador tso' cha' 'in Distrito 'in quichen Chijya'; 
Mexican_constitution 	II. Proponer al Senado a quien deba sustituir, en caso de remoción, al Jefe de Gobierno del Distrito Federal; 	II. Tyi'in tyaa ne' cha' lo'o ta 'in ne' Senador tucui quinu tñan loo sca Gubiernu 'in Distrito 'in quichen Chijya' cha' nde'en ña'an tyi'o Gubiernu can'; 
Mexican_constitution 	III. Enviar anualmente al Congreso de la Unión, la propuesta de los montos de endeudamiento necesarios para el financiamiento del presupuesto de egresos del Distrito Federal. Para tal efecto, el Jefe de Gobierno del Distrito Federal someterá a la consideración del Presidente de la República la propuesta correspondiente, en los términos que disponga la Ley; 	III. Cunda scaa yjan ntsu'hui cha' culo ne' cunta tsala tñin nu tca culo'o tucua ne' nchca Gubiernu 'in Distrito 'in quichen Chijya' chon' ne' si'yana cula na 'in ne' cu'ni ne' Gasto, lo' ta 'in ne' nchca Diputado lo'o ta 'in ne' nchca Senador ntsu'hui cha' chcuan ne' cunta can', lo' Gubiernu can' ntsu'hui cha' ca ja'an ne' cha' nu tyi'in tyaa Bsya Chijya' tsaña'an cha' nu ndi'in tyaa lee; 
Mexican_constitution 	IV. Proveer en la esfera administrativa a la exacta observancia de las leyes que expida el Congreso de la Unión respecto del Distrito Federal; y 	IV. Ntsu'hui cha' cu'ni cunta ne' Bsya Chijya' can' ña'an lee nu tyi'in tyaa ta 'in ne' nchca Diputado lo'o ta 'in ne' nchca Senador tso' cha' 'in Distrito 'in quichen Chijya'. A cunta 
Mexican_constitution 	V. Las demás atribuciones que le señale esta Constitución, el Estatuto de Gobierno y las leyes. 	V. Lo'o nchgaa la ña'an cha' nu tyi'in tyaa lee nu nguinu scua 'in quichen Chijya', lo'o cha' nu tyi'in tyaa Gubiernu can'. 
Mexican_constitution 	C. El Estatuto de Gobierno del Distrito Federal se sujetará a las siguientes bases: 	C. Cha' nu tyi'in tyaa uta lee nu tyi'in tyaa Gubiernu 'in Distrito 'in quichen Chijya' nde base ntsu'hui cha' cu'ni cunta na. 
Mexican_constitution 	BASE PRIMERA.- Respecto a la Asamblea Legislativa: 	BASE NU CULOO. - Tso' cha' 'in ta 'in ne' nchca Diputado se'en lyi'ya loo Distrito can'. 
Mexican_constitution 	I. Los Diputados a la Asamblea Legislativa serán elegidos cada tres años por voto universal, libre, directo y secreto en los términos que disponga la Ley, la cual deberá tomar en cuenta, para la organización de las elecciones, la expedición de constancias y los medios de impugnación en la materia, lo dispuesto en los artículos 41, 60 y 99 de esta Constitución; 	I. Nchgaa ne' ca Diputado se'en lyi'ya loo Distrito 'in quichen Chijya', ntsu'hui cha' tyi'o ton ne' chcui sna yjan, lo' ña'an nu ndyi'o ton nchgaa la ña'an ne' lyi'ya tñan cuaña'an ntsu'hui cha' tyi'o ton ne', tsaña'an cha' nu ndi'in tyaa lee, lo' ntsu'hui cha' su'hua loo ne' ña'an nu ntsu'hui cha' ca lisiun can', quityi cha' cuiya' 'in ne' uta quityi nu a taa cha' cuiya' 'in ne lo'o cha' can' tsaña'an cha' nu ndi'in tyaa lee nu nguinu scua 'in quichen Chijya' cui' cuiya' 41, 60, lo'o 99. 
Mexican_constitution 	II. Los requisitos para ser diputado a la Asamblea no podrán ser menores a los que se exigen para ser diputado federal. 	II. Nu ca ne' sca Diputado se'en lyi'ya loo Distrito 'in quichen Chijya' cui' ña'an yjan ne' nu ca sca Diputado federal. 
Mexican_constitution 	Serán aplicables a la Asamblea Legislativa y a sus miembros en lo que sean compatibles, las disposiciones contenidas en los artículos 51, 59, 61, 62, 64 y 77, fracción IV de esta Constitución; 	Cui' cha' re ntsu'hui cha' cu'ni cunta nchgaa la ña'an ne' nu cu'ya tñan can', a cunta lo'o cha' nu cua' nguinu scua loo lee 'in ne' Chijya' cui' cuiya' 51, 59, 61, 62, 64 y 77, yu'hue IV. 
Mexican_constitution 	III. En la integración de la Asamblea Legislativa del Distrito Federal invariablemente se observarán los criterios que establece el artículo 116, fracción II, párrafo tercero, de esta Constitución; 	III. Ña'an nu ntsu'hui cha' tyi'in ta 'in ne' nchca Diputado se'en lyi'ya loo Distrito 'in quichan Chijya' ntsu'hui cha' cu'ni cunta ne' cha' nu nchcui' lee cuiya' 116 yu'hue II cui' lee nu nguinu scua 'in quichen Chijya'. 
Mexican_constitution 	IV. Establecerá las fechas para la celebración de dos períodos de sesiones ordinarios al año y la integración y las atribuciones del órgano interno de gobierno que actuará durante los recesos. La convocatoria a sesiones extraordinarias será facultad de dicho órgano interno a petición de la mayoría de sus miembros o del Jefe de Gobierno del Distrito Federal; 	IV. Tyi'in tyaa ne' ñi xaa tyii ta'a chcua co' xaa nu lyi'ya ne' tñan lo'o nchgaa cha' nu ntsu'hui cha' qui'ni ca'an 'in ne' nu tsalo'o cunta nu lyi'ya ne' lja a quio' tucua 'a ne', Ne' nu quinu tñan loo ne' ntsu'hui cha' cuiya' 'in ne' xi'ya 'in ne' cu'ni cuiya' ne' tñan lja nxitñan ne' cha' qui'an la ne' nu nguinu tñan loo ne' quinu tsu'hue tiquee ne' lo'o cha' can' uta Gubiernu 'in Distrito 'in quichen Chijya'.; 
Mexican_constitution 	V. La Asamblea Legislativa, en los términos del Estatuto de Gobierno, tendrá las siguientes facultades: 	V. Ta ne' nchca Diputado nu lyi'ya tñan se'en lyi'ya loo Distrito 'in quichen Chijya', nde cha' cuiya' ntsu'hui 'in ne' cu'ni ne': 
Mexican_constitution 	a) Expedir su ley orgánica, la que será enviada al Jefe de Gobierno del Distrito Federal para el solo efecto de que ordene su publicación; 	a) Ca'an scua ne' lee nu tsa tyijyin ti cha' 'in lo' tyaa ne' cunta 'in na 'in Gubiernu 'in Distrito 'in quichen Chijya' si'yana culo can'cha' xcua cueen na; 
Mexican_constitution 	b) Examinar, discutir y aprobar anualmente el presupuesto de egresos y la ley de ingresos del Distrito Federal, aprobando primero las contribuciones necesarias para cubrir el presupuesto. 	b) Cu'ni quii ne', chcui' tyijyin ne', a cunta quinu tsu'hue tiquee ne' lo'o ña'an tyi'o cunta tsala tñin nu cuilyijyi sca lo'o nu sten se'en lca Distrito 'in quichen Chijya, cha' cua' ngulo ne' cunta tsala tñin nu cu'ni ne' gasto. 
Mexican_constitution 	Al señalar las remuneraciones de servidores públicos deberán sujetarse a las bases previstas en el artículo 127 de esta Constitución. 	Xa nu tyi'in tyaa ne' tsala tñin nu ca siya' ne' lyi'ya tñan 'in quichen una ntsu'hui cha' ca ja'an ne' nchgaa cha' nu nchcui' lee nu nguinu scua 'in quichen Chijya' cui' cuiya' 127 
Mexican_constitution 	Los órganos del Distrito Federal, Legislativo, Ejecutivo y Judicial, así como los organismos con autonomía reconocida en su Estatuto de Gobierno, deberán incluir dentro de sus proyectos de presupuestos, los tabuladores desglosados de las remuneraciones que se propone perciban sus servidores públicos. 	Ta nten nu ntsu'hui cha' cuiya' 'in tñan lee, ne' Gubiernu, a cunta lo'o ne' nu n'ni cha' ca ja'an nten lee, ticui' cuaña'an nchgaa nten nu nchui' lee nu nguinu scua 'in Gubiernu 'in Distrito 'in quichen Chijya', ntsu'hui cha' culoo ne' cunta lo' ca'an scua ne' tsala tñin ntsu'hui cha' xñi siya' ne' lyi'ya tñan 'in quichen. 
Mexican_constitution 	Estas propuestas deberán observar el procedimiento que para la aprobación del presupuesto de egresos del Distrito Federal, establezcan las disposiciones del Estatuto de Gobierno y legales aplicables. 	Cha' re ntsu'hui cha' cu'ni cunta ne' si'yana quinu tsu'hue tiquee ne' lo'o cha' re, tsaña'an cha' nu cua' nguinu scua loo lee 'in ne' nchca Gubiernu 'in quichen Chijya' nu ndi'in lo'o cua' ñii 
Mexican_constitution 	Dentro de la ley de ingresos, no podrán incorporarse montos de endeudamiento superiores a los que haya autorizado previamente el Congreso de la Unión para el financiamiento del presupuesto de egresos del Distrito Federal. 	Loo lee nu nchcui' cha' 'in tsala tñin nu caja 'in Distrito 'in quichen Chijya' a tca ca'an scua ne' si'yana jñi ne' qui'an la tñin quee' 'in ña'an nu cua' mdaa ne' Diputado cha' cuiya' si'yana cu'ni Distrito 'in quichen Chijya' can' gasto. 
Mexican_constitution 	La facultad de iniciativa respecto de la ley de ingresos y el presupuesto de egresos corresponde exclusivamente al Jefe de Gobierno del Distrito Federal. 	Ne' nchca Gubiernu 'in Distrito 'in quichen Chijya' ntsu'hui cha' cuiya' 'in ne' tyi'in tyaa ne' tsala tñin caja 'in lo' tsala tñin cu'ni gasto. 
Mexican_constitution 	El plazo para su presentación concluye el 30 de noviembre, con excepción de los años en que ocurra la elección ordinaria del Jefe de Gobierno del Distrito Federal, en cuyo caso la fecha límite será el 20 de diciembre. 	Lo' tsa tiyaa cua' 30 lo'o coo' Noviembre ntsu'hui cha' tyaa ne' cunta cha' can', una cha' ni' yjan can' mdo'o ton xca ne' ca Gubiernu tsa tiyaa cua' 20 lo'o coo' Diciembre ntsu'hui cha' tyaa ne' cunta cha' can'. 
Mexican_constitution 	La Asamblea Legislativa formulará anualmente su proyecto de presupuesto y lo enviará oportunamente al Jefe de Gobierno del Distrito Federal para que éste lo incluya en su iniciativa. 	Ta ne' nchca Diputado nu lyi'ya tñan se'en lyi'ya loo Distrito 'in quichen Chijya' ntsu'hui cha' culoo ne' cunta tsala tñan cu'ni ne' ni' sca yjan lo' tyaa ne' cunta 'in na 'in Gubiernu si'yana lo'o can' cu'ni cunta 'in na. 
Mexican_constitution 	Serán aplicables a la hacienda pública del Distrito Federal, en lo que no sea incompatible con su naturaleza y su régimen orgánico de gobierno, las disposiciones contenidas en el segundo párrafo del inciso c) de la fracción IV del artículo 115 de esta Constitución; 	Ntsu'hui cha' cu'ni ne' lo'o hacienda 'in Distrito 'in quichen Chijya' nchgaa cha' nu cua' nguinu scua loo ta nu cua' nchca tucua 'in letra c) yu'hue IV 'in lee nu nguinu scua 'in quichen Chijya' cui' cuiya' 115; 
Mexican_constitution 	c) Revisar la cuenta pública del año anterior, por conducto de la entidad de fiscalización del Distrito Federal de la Asamblea Legislativa, conforme a los criterios establecidos en la fracción VI del artículo 74, en lo que sean aplicables. 	c) Cu'ni quii ne' cunta nu yaa lo'o ne' nchca Gubiernu 'in Distrito 'in quichen Chijya' sca ni' yjan nu cua' mdijin lo'o ne' nu lyi'ya tñan nu ntsu'hui cha' cu'ni quii 'in na, tsaña'an cha' nu ndi'in tyaa yu'hue IV 'in lee cuiya' 74. 
Mexican_constitution 	La cuenta pública del año anterior deberá ser enviada a la Asamblea Legislativa a más tardar el 30 de abril. 	Cunta nu yaa lo'o ne' ni' yjan nu cua' mdijin ntsu'hui cha' tyaa ne' cunta 'in na 'in ta 'in ne' nchca Diputado tsa tiyaa cua' 30 lo'o coo abri. 
Mexican_constitution 	Este plazo, así como los establecidos para la presentación de las iniciativas de la ley de ingresos y del proyecto del presupuesto de egresos, solamente podrán ser ampliados cuando se formule una solicitud del Ejecutivo del Distrito Federal suficientemente justificada a juicio de la Asamblea. 	Ni' tsaan re cuaña'an ndi'in tyaa lee nu nchcui' tsala tñin cuilyijyi ne' Bsya can' lo' tsala tñin caja 'in ne', tca tyijyin la tsaan re cha' ne' nchca Bsya 'in Distrito can' jñan ne' 'in na lo'o sca quityi a cunta ca'an ne' ñi cha' tyijyin la tsaan nu tyaa ne' cunta nu yaa lo'o ne' can' 'in ta 'in ne' nchca Diputado can'. 
Mexican_constitution 	Los informes de auditoría de la entidad de fiscalización del Distrito Federal tendrán carácter público. 	Nchgaa cunta nu tyaa ne' nchca Gubiernu 'in Distrito 'in quichen Chijya' ña'an m'ni ne' tñan ntsu'hui cha' ca jlyo ti' nten cha' can'. 
Mexican_constitution 	El titular de la entidad de fiscalización del Distrito Federal será electo por las dos terceras partes de los miembros presentes de la Asamblea Legislativa por periodos no menores a siete años y deberá contar con experiencia de cinco años en materia de control, auditoría financiera y de responsabilidades. 	Ne' nu cu'ya tñan culyo ni' scasca qui'ya tnu 'in Distrito 'in quichen Chijya', 'ni cha' qui'an la 'in tsa tu'hue ne' nchca Diputado 'in Distrito can' culo ton 'in ne', lo' tsa cati yjan ntsu'hui cha' cu'ya ne' tñan, a cunta 'ni cha' sca ne' cua' ntsu'hui ca'yu yjan ntsu'hui tsu'hue cha' tiyaa'in lo'o cunta tso' cha' 'in tñin lca ne'. 
Mexican_constitution 	d) Nombrar a quien deba sustituir en caso de falta absoluta, al Jefe de Gobierno del Distrito Federal; 	d) Culo ton ne' sca ne' nu quinu ton tñan loo ne' nchca Gubiernu 'in Distrito 'in quichen Chijya' cha' ntsu'hui xaa tsa lyijyi ne'; 
Mexican_constitution 	e) Expedir las disposiciones legales para organizar la hacienda pública, el presupuesto, la contabilidad y el gasto público del Distrito Federal, y la entidad de fiscalización dotándola de autonomía técnica y de gestión en el ejercicio de sus atribuciones, y para decidir sobre su organización interna, funcionamiento y resoluciones. 	e) Ntsu'hui cha' tyi'in tyaa ne' scasca lee ña'an nu ntsu'hui cha' tyi'in ne' lyi'ya cunta hacienda, nchgaa cunta, gasto 'in Distrito 'in quichen Chijya', a cunta lo'o ne' lyi'ya tñan cu'ni quii ña'an cula ne' nchca Gubiernu 'in Distrito 'in quichen Chijya' tñin si'yana ntsu'hui cha' ca ne' sca ne' cha' 'in ti cu'ni tñan, lo' jlyo tsu'hue ti' ne' ña'an ntsu'hui cha' cu'ni ne' tñan. 
Mexican_constitution 	La función de fiscalización será ejercida conforme a los principios de legalidad, imparcialidad y confiabilidad; 	Lo' nchgaa tñan nu cu'ni ne' ntsu'hui cha' ca ne' sca ne' nu ñi ndi'in cha' 'in, su'hua loo ne' 'in nchgaa tucua a cunta nchgaa tucui 'ni cha' tsa qui'an ti' 'in ne' lo'o tñan ngui'ni ne'.; 
