Bolivian_constitution 	CONSTITUCIÓN POLÍTICA DEL ESTADO 	ESTADOQ KURAQ KAMACHIYNIN 
Flores 	Los candidatos tienen la facultad de enviar representantes para controlar cada etapa del proceso y, durante la noche, los voluntarios computan los votos bajo una rigurosa supervisión y de conformidad con procedimientos específicos.	Qullanaman haykuy munaqkuna kamachinkumanmi huk runakunata imayna chiklluy apakusqan qawanankupaq. Tutapi, chiklluy rapikuna yuapasqa kanku aswan allin qawasqa, allin rurayta qatirispa.
Flores 	ASUS Eee PC, que anteriormente fue lanzada a nivel global por sus ventajas de ahorro de costos y funcionalidad, se volvió sujeto de candentes debates en el Mes de la Tecnología de la Información de Taipei 2007.	ASUS Eee PC, llapan pachantinpi riqsichisqa pisiyachispa waqaychanku, hayka kaynin hinallataq imapaq allin kasqanpaq, aswan rupariq hinapi TI Taipei 2007 watapi tukurapun.
Flores 	Pero el mercado de consumidores de computadoras portátiles se versificó drásticamente y cambió luego de que ASUS recibiera de manos del Yuan Ejecutivo de la República de China el Premio al Desarrollo Sostenible de Taiwán 2007.	Ichaqa laptokuna rantiy kaqpaqman tikranqa hukman ima rikurinqa ASUS allin yupaychasqa kasqanrayku Premio Sostenibe de Taiwan 2007 wata nisqanpi kamachikuq Yuan República Chinamanta qusqanwan.
Flores 	El sitio web de la estación describe al programa como «un radioteatro de la vieja escuela ¡con un giro inteligente, nuevo y ofensivo!».	Web kiti estación nisqamanta riqsichimun programata “huk teatro de radio nisqata ñawpa yachay wasimanta huk musuq manam riqsisqa geek tiqraywan!”
Flores 	En sus inicios, el programa se emitía solo en el sitio de radio por internet, TogiNet Radio, un espacio de larga data enfocado en el formato de radio hablada.	Ñawpaq punchawninkunapi, musikayqa radio internet nisqallapi aswan unay pacha TogiNet radio, huk radio rimanakuypaq kamasqa.
Flores 	A fines de 2015, TogiNet instaló la estación AstroNet Radio como una filial.	2015 wata tukuyta TogiNet churarqan astroNet nisqata Radio, qipa estacion nisqa ina.
Flores 	Originalmente, el programa contó con actores de doblaje aficionados, locales del este de Tejas.	Qawakunapaq ruwasqankus ñawpaqpiqa sumaq rimaq kaqkunawan kasqa, Texasmanta may inti llusqimunan lawmanta.
Flores 	Se informó que los saqueos generalizados se extendieron toda la noche, dado que no hubo presencia policial en las calles de Bishkek.	Willasqankumanhina, chanin suwakuykunaqa llapan tutapin ruwakusqa, chayrayku mana policiakunayuqhina Bishkek ñankunapiqa karankuchu.
Flores 	Un observador describió a Bishkek como si se hundiera en un estado de «anarquía» mientras grupos de personas vagaban por las calles y saqueaban las tiendas de venta de bienes de consumo.	Bishkek riksichikusqa imaynata “anarquía” iman kayninpi huk rikuqwan chapuyukun, huñusqa, runakuna ñankunapa purisaqku qatu wasikunata suwaspa.
Flores 	Varios habitantes de Biskek culparon a los manifestantes del sur por el desenfreno.	Bishkekpi achka yachaqkuna tumpasqaku uray lawpi qapariywan mañakuqkunaman mana kamachikuqniyuq kasqankumanta.
Flores 	Sudáfrica venció a los All Blacks, de Nueva Zelanda, en un partido de rugby de las Tres Naciones, en el estadio Royal Bafokeng, en Rustenburg, Sudáfrica. 	Sudáfrica suyuqa llallisqas All Blacks (Nueva Zelanda) nisqakunata huk partido de Rugby Union Tri Nations nisqapi Royal Bafokeng Stadium de Rustenburg, Sudáfrica suyupi.
Flores 	El marcador final indicó un triunfo por un punto, 21 a 20, terminando con la sucesión de 15 victorias consecutivas para los All Blacks.	Huk yupaywanmi llallirqan, 21 20 kaqman, 15 atipayta puchukayninman churaspa All Blacks nisqapi.
Flores 	En el caso de los Springboks, significó superar una seguidilla de cinco encuentros consecutivos perdidos.	Springboks nisqakunapaqqa, tukuyta churan pisqa kutita llallichikuyninkunaman.
Flores 	Era el último partido para los All Black, quienes ya habían ganado el trofeo dos semanas atrás.	All Blacks nisqapaqmi tukuna pukllaypata karqanña, pitaq iskay qipa simanapi trofeotapas llallisqaniku.
Flores 	El partido final de la serie se jugará en Ellis Park, Johannesbrugo, la semana entrante, en un enfrentamiento entre Springboks y Australia.	Pukllana yupay tukuyta Ellis Park nisqapi Johannesburgo kitiwan hamuq simanata kanqa, Springboks nisqakuna Australiaman tupachinakuqtin.
Flores 	Un terremoto de intensidad moderada hizo temblar el oeste de Montana a las 10:08 p. m. del lunes.	sanpa hinalla pacha kuyurqa Montanaq qontinpi 10:08 tutata killachay punchayta.
Flores 	Ni en el Servicio Geológico de los Estados Unidos (USGS) ni en su Centro Nacional de Información Sísmica se han reportado daños de forma directa.	Geologico nisqapi llamkaqkuna Estados Unidospi (SGEU) hinallataq Suyuntin Willakuq Pacha kuyuymanta manam ima muchuchisqa kasqantapas willakunrqachu.
Flores 	El epicentro del sismo se localizó cerca de 20 km (15 mi) al nornoreste de Dillon y a casi 65 km (40 mi) al sur de Butte.	Pacha khununuyqa chaninchakun yaqapas 20 kilometros nisqa (15 millas) chinchay antiman hina Dilon llaqtamanta hinallataq 65 km. (40 millas ) Butle qullaman hina.
Flores 	Confirmaron que la cepa de gripe aviar mortal en las personas, H5N1, atacó a un pato silvestre que murió, al que encontraron el lunes en un pantano en las cercanías de Lyon, en el este francés.	chaninchakunmi pichinku chulliqa runapaqqa manan allinchu wañuchikuqmi, H5N1, wañusqa waswaman haykusqa, killachay punchawta tarisqaku Lyonpa qinchampi siniyata, Francia suyupi.
Flores 	Francia ocupa el puesto siete entre los miembros de la Unión Europea víctimas del virus, detrás de Austria, Alemania, Eslovenia, Bulgaria, Grecia e Italia.	Francia qanchisñiqinpi ayllu kachkan kay unquywan nakariq, chaypatamantaq Autria, Alemania, Eslovenia, Bulgaria, Grecia, Italia ima.
Flores 	Aún no se han corroborado los casos sospechosos de H5N5 en Croacia y Dinamarca.	Musyapakuy H5N1 Croaciapi kasqanmantas chaynallataq Denmarkpi manaraqsi chiqapyachisqaraqchu.
Flores 	El reclamo de Chambers contra Dios se fundaba en «la muerte por doquier, destrucción y terror de millones y millones de personas en el planeta».	Chambers nisqankus Taytachata tumpasqa kaykunamanta “wañuy, sipiywan tukupay, manchakuy imakuna kasqanta waranqa kay pachapi yachaq runakunapa.”
Flores 	Chambers, agnóstico, alega que su reclamo «no tiene mérito» y que «cualquiera puede demandar a cualquiera».	Chambers, huk agnostico nisqa, mañakuynin “chirin” hinaqa “mayqinpas mayqinpaqpas mañakullanmanmi.”
Flores 	La historia que narra la ópera francesa presentada por Camille Saint-Saens es la de un artista «cuya vida está prescrita por el amor, por las drogas y por Japón».	Willana Francesa opera nisqapi qawarichisqa, Camille Saint - Saenspa, aranwaq “wayllukuy kawsaypa qillqachisqanmi hinallataq droganisqapuwan Japónpas.”
Flores 	Como consecuencia, los artistas fuman cigarros de cannabis en el escenario y el espectáculo incentiva al público a hacer lo propio.	Ruruqkunahinaqa, takiqkunas pitanku canavista escenario patapi, teatropitaq runakunatapas munachishanku.
Flores 	El ex primer mandatario de la Cámara de Representantes, Newt Gingrich, el gobernador de Texas, Rick Perry y Michele Bachmann, miembro del congreso, ocuparon la cuarta, quinta y sexta posición, respectivamente.	Cámara Representantes Newt Gingrich nisqamanta tukuq umalliq, gobernador Rick Perry Texas nisqapi, congresista Michele Bachmann nisqakuna tawañiqipi, pisqañiqipi, suqtañiqipi tukusqaku.
Flores 	Después de que los resultados llegaron, Gingrich elogió a Santorum, pero lanzó duras palabras contra Rommey, en cuya representación se difundieron anuncios de campaña negativos contra Gingrich en Iowa.	Puchukay willakuy chayamuptin, Gingrich munayta rimarin Santoummanta, ichaqa millayta riman Romney runamanta, chaypa sutinpin imaymana willakuykuna wachirimun Gingrichpaq.
Flores 	Perry sostuvo que: «Volvería a Texas a evaluar los resultados de la reunión electoral de hoy y determinar si hay un camino que debo seguir». Luego dijo que permanecería en carrera y que competiría en las elecciones primarias del 21 de enero, en Carolina del Sur».	Perry nimusqa “Texasman kutimunqa kay tutaq caucus nisqa rurusqnkunata chaninchananpaq, allintan hamutanay ñan kanqachu nuqapaq kay pitanapi”, ichaqa chaymantaqa nimunmi pitanapiqa kallanqas chaymantapas llallinakuypi kanqa ñawpaq Carolina del Sur nisqapi 21 punchaw Qulla puquy killapi.
Flores 	Bachmann, quien resultó triunfante en la Straw Poll de Ames en agosto, decidió dar fin a su campaña.	Bachmann, Ames Straw Pollpi Qhapaq sitwa killapi llallirqan, ruwasqanta tukuchipun.
Flores 	Llevaron al fotógrafo al Centro Médico Ronald Reagan, UCLA, lugar en el que falleció más tarde.	Fotógrafo runa Ronald Reagan UCLA hanpina wasimanmi apasqa kasqa, chaypiña kaspataq wañarapusqa.
Flores 	De acuerdo a los informes, estaba en sus veintes. Bieber manifestó en un comunicado: «[si bien] no estuve presente ni directamente involucrado en este terrible accidente, mis pensamientos y plegarias están con los familiares de la víctima».	Willakuyman inaqa 20 watayuqmi kasqa. uk qillqapitaq Bieber nin “manan chaypichu kachkarani nitaqmi chay tullkiytaqa rikunichu, yuyanin taytachamanta mañakuyniy ima ñakariqwanmi kachkan.”
Flores 	Según la página web de noticias de entretenimiento TMZ, el fotógrafo detuvo el vehículo del lado contrario del bulevar Sepulveda e intentó tomar fotografías de la parada policial antes de cruzar la calle y seguir, lo que causó que el agente de la patrulla caminera de California que realizaba la detención de vehículos le diera dos veces la orden de volver a cruzar.	Willakuy kaq web nisqapi kinsa chunka millas nisqa allpapi (thirty Mile Zone Ingles simipi TMZ) yachanmi, wankichaq carronta sayachin Sepúlveda, kallilluq patanpi hinaqa wankita hapiyta munarqan wallaq wasintamanaraq kallita chinpachkaspa hina qatirispalla, hinaqa walla chayta rikuspa Californiapi carro purichipta sayachichkarqan , kamachirqan yapamanta chinpay nispa, iskay kutita.
Flores 	Según las autoridades policiales, es poco probable que el conductor del vehículo que embistió al fotógrafo sea procesado penalmente.	Policía nisqanmanhina, carru apaq runaqa yaqapas apanman cargu criminalkunata fotografuta carrunwan takarusqanmanta.
Flores 	Con solo dieciocho medallas disponibles por día, son varios los países que no han logrado llegar al podio de las medallas.	Yaqa chunka pusaqniyuq medallakuna punchawpi kaqkunallawansi, achka suyukuna mana lluqayta atisqakuchu may medallakunayuq kasqanman.
Flores 	Están incluidos los Países Bajos, con Anna Jochemsen, quien ayer obtuvo la novena plaza en la categoría femenina en el Super-G, y Finlandia, con Katjia Saarinen en el décimo lugar en el mismo evento.	Paykunapiwanmi Países bajos nisqanku, Anna Jochemsen nisqanwan tukurqaku isqun pata llaliypi warmi ñiqichanapi Super-G nisqankupi qayna punchaw, chaynallataq Finlandiañataq Katja Saarinen nisqankuwan tukurqa chunka pata llalliypi hina kay tupanakuypi.
Flores 	Mitchell Gourley, de Australia, obtuvo el undécimo puesto en la categoría masculina de pie del slalom súper gigante. El competidor checo, Oldrich Jelinek, terminó decimosexto en el grupo masculino de sentados.	Mitchell Gourley Australiano chunka hukniyuqpi tukupurqan Hatun-G qari llallinakuypi Checo atipanakuq Oldrich Jelinek tukuran chunka suqtayuqpi Hatun-G qhari tiyaypi.
Flores 	Arly Velásquez, de México, obtuvo la posición número quince en el Super-G masculino sentado. Adam Hall, de Nueva Zelanda, finalizó en el puesto nueve en la categoría Super-G masculina. 	Arly Velásquez Méxicomanta chunka pichqayuq patapis tukuspa Super-G nisqapi tiyasqa qhari. Adam Hall Nueva Zelandamanta isqun patapi tukusqa qhari Super-G nisqa taqapi.
Flores 	El esquiador del grupo masculino con discapacidad visual, Maciej Krezel, y su guía, Anna Ogarzynska, de Polonia, terminaron en el decimotercer lugar en el Super-G. Jong Seork Park de Corea del Sur obtuvo el vigésimo cuarto puesto en el grupo masculino sentados.	Polaco llaqtamasikuna ñawsa esquiador nisqa Maciej Krezel hinaqa pusariq Anna Ogarzynska chunka kimsayuq ñiqipi qiparanku manchay Hatun-G. Jong Seork Park Corea del Sur suyumanta iskay chunka tawayuq manchay hatun G- tiyasqa runakunapi.
Flores 	Después del terremoto ocurrido en 2010, las fuerzas de paz de la ONU llegaron a Haití y se les culpa de expandir la enfermedad, puesto que los primeros casos se registraron en las cercanías del campamento de sus tropas.	Fuerzas de paz ONU nisqamanta tunpachakun, Haití suyumanmi chayasqaku 2010 watapi pacha kuyuy tukuyta, unquy mirasqanmantapacha hamusqanku runakunaq karpanku hawankunapi.
Flores 	De acuerdo con la demanda, no se sanitizaron de forma correcta los desechos del campamento de la ONU, lo que causó el ingreso de las bacterias a la corriente del río Artibonite, uno de los más caudalosos de Haití.	Mañakuy nisqanman hinas, ONUpa qupan campamento ruwasqanmantas mana sumaq chuyayachisqa kasqa, chaysi mana ñawillawan qawana uruchakuna yaykurusqaku Artibonite mayupa may yaku yaykusqan lawman, Artibonite mayus hatun mayukunamanta huk kaqnin.
Flores 	Previo al arribo de las fuerzas de paz, Haití no había enfrentado problemas asociados a la enfermedad desde el siglo XIX.	Wallakuna manaraq chayamushaqtin, Haití mana sasachakuyniyuq karan kay onqoywan1800 siglo nisqa pachapi.
Flores 	El Instituto por la Justicia y la Democracia en Haití ha mencionado la existencia de ensayos independientes que apuntan a que fue el batallón nepalí para el mantenimiento de la paz de la ONU quien, involuntariamente, introdujo la enfermedad a Haití.	Haitiano kuskachaq chiklluq wasi nirqan taqasqa yachaykuna ruwasqanta Nepali huñu thaj kawsay qimiqta ONU kasqanta, mana yachaspa, Haiti llaqtata aparan unquyman.
Flores 	Según Danielle Lantagne, especialista en la enfermedad que trabaja para la ONU, es probable que el brote haya sido provocado por las fuerzas de paz.	Taq kawsay amachaqkunam unquytaqa kallpachamunkuman karqan nispan nin Dabielle Lantagne, ONU nisqapi unquymanta rimaspa llankaq.
Flores 	Hamilton confirmó que el Hospital de la Universidad Howard admitió el ingreso del paciente y que su condición era estable.	Hamilton willakun hatun suntur yachay wasi Howardpi hanpina wasi, unquqta chaskirqa allintaraq.
Flores 	El paciente había estado en Nigeria, donde hubo algunos casos de Ébola.	Unquqqa Nigeria suyupin kasqa, ébola nisqa unquypa kamakusqan llaqta.
Flores 	El hospital ha respetado el protocolo de control de infecciones, incluido el distanciamiento del paciente de los demás para prevenir posibles infecciones.	Hanpina wasimi imayna ruwanakunata qatichisqa manam unquykuna mirarinanpaq, hinallataq taqasqaku unqurkunata huk unquqkunamanta manam paykunapura unquchikunankupaq.
Flores 	Previamente a Los Simpson, Simon había tenido varios empleos en otros espectáculos televisivos, en distintos puestos.	Los Simpsons ñawpaqninta, Simón llamkasqa achka qawaykuypaq ruwaykunapi, huk ruwaykunapi.
Flores 	En los 80, prestó su colaboración en varios programas, por ejemplo, Taxi, Cheers y The Tracy Ullman Show.	1980 watakunapi paymi programakunapi llankasqan karqa kayhina Taxi, Cheers, The Tracy Ullman Show ima.
Flores 	En 1989, ayudó con la creación de Los Simpson, con Brooks y Groening, y fue responsable de la contratación del primer equipo de escritores de la serie.	1989 watapi, yanaparqan Simson kamayta Brooks inataq Groening, minkaqtaq karqan ñawpaq taqata rimay atipachiqta musikaypaq.
Flores 	Aunque se fue del programa en 1993, conservó el título de productor ejecutivo y siguió percibiendo decenas de millones de dólares en regalías temporada tras temporada.	1993 watapi programa nisqata saqisqanmanta, productor ejecutivo nisqa sutita apaykachallasqa chaywantaq qillqatapas chaskillaq hunun hununpi dólares nisqapi sapa regalías pachapi.
Flores 	Con anterioridad, la agencia de noticias de China, Xinhua, había comunicado el secuestro de un avión.	Ñawpaqkunata, willaykuna chaskiq China Xinhua willakusqan huk avion nisqami watasqapaq.
Flores 	Según informes subsiguientes, la aeronave recibió una amenaza de bomba y se la desvió de vuelta hacia Afganistán, donde aterrizó en Kandahar.	Qipa willaykuna nimunku, avión nisqa huk bombawan manchachiyta chasqimusqa, chayraykun Afganistánman kutichinku, Kandaharpi urayuspa.
Flores 	Los informes preliminares indican que la aeronave fue desviada de vuelta a Afganistán luego de negarle autorización para realizar un aterrizaje de emergencia en Urumchi.	Qallariq willakuykunas nin avión nisqankumanta Afganistán llaqtaman kutirichisqankumanta, Ürümqiman chaylla pawananmanta amachakusqanku rayku.
Flores 	Los accidentes de avión son habituales en Irán, que tiene una flota antigua que no recibe buen mantenimiento, ya sea para operaciones civiles o militares.	Iranpi pasaqllan aero qaqapay , ñataq mawkayasqaña kaptinku, hinaqa wakcha hina qawrisqa ñataq llaqta runapaq hinallataq wallakunapaqpas.
Flores 	Las sanciones impuestas a nivel internacional se han traducido en la imposibilidad de adquirir nuevos aviones.	Hawa suyu muchuchiykunan niran manan musuq avionkunta rantinkumanchu nispa.
Flores 	Tres personas murieron y otras tres resultaron heridas a raíz de un accidente de un helicóptero policial ocurrido a comienzos de esta semana.	Semanapa ñawpaqninkunapis, huk llakipaq sasachakuypi policíapa helicópteron tarikusqa, kimsa runakunata wañuchispa chaynallataq unquchisqa kimsatawan.
Flores 	El mes pasado, Irán vivió una de sus peores catástrofes aéreas en años cuando un avión de línea con dirección a Armenia se estrelló, causando el deceso de los 168 pasajeros a bordo.	Qayna killa, unay watakunapi rikuran Iran avionpa urmayusqanta runa apaqta Armeniaman risaspa, wañuchispa 168 runata.
Flores 	El mismo mes, otro avión de pasajeros sobrepasó una pista en Mashhad y colisionó contra una pared, dejando 17 muertos.	Chay killallapi, Mashhadpis huk avión pasajerokunawan huk pista de aterrisaje nisqata harkarapusqa, huk pirqamanmi pasayakapusqa chunka qanchisniyuq runakunata wañuchipuspa.
Flores 	Aerosmith canceló los conciertos pendientes de su gira.	Aerosmith tatichiran puririyninta aswanraq qepa kaqkunata.
Flores 	La banda de rock tenía programado un tour por EE. UU. y Canadá que terminaría el 16 de septiembre.	Rock bandaqa huk muyuytan Estados Unidospi Canadápiwan 16 punchaw Uma raymi killakama ruwanan.
Flores 	El motivo de la cancelación de la gira fue la lesión que sufrió el vocalista Steven Tyler al caer del escenario durante una de sus presentaciones el 5 de agosto.	Steven Tyler uma takiqmi 5 punchaw Qapaq sitwa killapi urmay uran takisqanmanta hinaqa ima puririyninpa tatichisqa kapun.
Flores 	Luego de que ambos tenistas mantuvieran todos los servicios del set, Murray perdió el primero por muerte súbita.	Murray llallichikusqa ñawpaq set nisqata desempate nisqapi, iskaynin runa set nisqapi yanapaqkunata hapispa tukuyta.
Flores 	Si bien Del Potro detentó una ventaja inicial en el segundo set, esto también quedó sujeto a desempate después de alcanzar el 6-6.	Del Potro iskayñíqin kallmay pikllaypi atipayniyuq karqan, ichaqa kayta huk desempate nisqawan ancha munasqa chanta 6-6 nisqaman chayaspa karqan.
Flores 	En ese momento del partido, Del Potro debió recibir tratamiento en su hombro, pero logró volver al juego.	Potro hampichikusqa rikranta pukllasqanpi, ichaqa chayllas kutiykusqa.
Flores 	El inicio del programa tuvo lugar a las 8:30 p. m. hora local (15:00 UTC).	Programa nisqankus qallarisqa 8:30 p.m. (15:00 UTC).
Flores 	Reconocidos cantantes nacionales interpretaron bhajans, o canciones de devoción, a los pies del Shri Shyam.	Riqsisqa takiqkuna lliw suyumanta Bhajans, utaq iñiy takikunata, Shr Shyam kitiq pachanpi.
Flores 	El cantante Sanju Sharma fue quien inauguró el evento y le siguió Jai Shankar Choudhary. También interpretó el chhappan bhog bhajan, junto al cantante Raju Khandelwal.	Sanju Sharma takipakuq tutata qallarin Jai Shankar Choudharyq qatipasqan. Hinallataq chhappan bhog bhajan qawarichin. Raju Khandelwal takiqpas qimiranmi.
Flores 	Después de eso, Lakkha Singh pasó al frente para cantar los bhajans.	Chaymanta Lakkha Sing qallarin takiyta bhajans nisqata.
Flores 	Baba Shyam fue honrado con 108 platos de Chhappan Bhog que, en la religión hindú, consiste en 56 piezas comestibles distintas, como dulces, frutas, nueces, platos, entre otros, que se sirven como ofrenda al dios.	Baba Shyammansi qarasqaku 108 Chhappan Bhog mikuykunata (hinduismo nisqankupis, 56 huk imaña mikunapaq, miskikuna, rurukuna, nuezkuna, etc. taytachaman haywarikuna.
Flores 	Además, Lakkha Singh interpretó el chhappan bhog bhajan junto al cantante Raju Khandekwak.	Lakkha Singh takita riqsichikullarqantaq yupaychay mikuna takiyta. Takiq, Raju Khandelwal, takipakurqallantaq.
Flores 	El jueves, en la presentación inaugural del Tokyo Game Show, Satoru Iwata, presidente de Nintento, dio a conocer el diseño del controlador para la nueva consola Nintendo Revolution lanzada por la compañía.	Jueves punchawpi qapaq riqsichikuypis Tokyo Game Show nisqankumanta, Nintendo nisqankupa kamachiqnin, Sarotu Iwata, riqsichisqa ima ruwana qawaqpa chirunta musuq consola Nintendo Revolution nisqankupaq compañía nisqankupata.
Flores 	De modo semejante a lo que ocurre con un control remoto de televisión, este control está provisto de dos sensores ubicados cerca del televisor del usuario, posibilitando la triangulación de su posición en un espacio tridimensional.	Yaqapas control television nisqaman rikchakuq, controlador nisqaqa iskay qawaq hinan televisionpa ruraqninpi churasqa triangular nisqapaq kasqanpi qawarichiq tridimencional nisqa pachapi.
Flores 	Esto permitirá a los jugadores controlar las acciones y los movimientos en los videojuegos, a través del movimiento del dispositivo por el aire.	Kayqa pukllaqkunatan rikuchinqa wayrapa chawpinta imaynata chay video nisqa pukllay pukllanankupaq.
Flores 	Giancarlo Fisichella no logró mantener el control del vehículo y abandonó la carrera poco después de inciarse.	Giancarlo Fisichellap carrunpa puriyninta chinkachirqa chaymanta utqaylla qallariyña carrerata tukukun.
Flores 	Fernando Alonso, su compañero de equipo, tuvo la delantera durante la mayor parte de la carrera, pero debió ponerle fin justo después de su parada técnica, de seguro debido a que su rueda derecha estaba seriamente doblada.	Fernando Alonsopa kallpaq masinsi ñawpaqpi kachkasqa yaqa lliw carrera atipanakuypi, ichaqa tukurqa parada en boxes nisqankumanta qipallanpis, yaqapas mana allin qiwisqa alliq ñawpaqpi ruedan kasqan rayku.
Flores 	Michael Schumacher abandonó la carrera no mucho después de Alonso, a causa de una avería en la suspensión, producto de las numerosas batallas durante la carrera.	Michael Schumacher nisqankus, carreranta tukusqa Alonsopa qipallanta, suspensión mana allinña kasqan rayku achka carrera atipanakuykunapi kasqan rayku.
Flores 	Según una transcripción de la rueda de prensa, él dijo «que ella era muy bonita y que, además, cantaba bastante bien». 	“Payqa sinchi munaymi inallataq munaychatan takin”, paymi willakun qillqap nisqanman ina.
Flores 	Cada vez que hacíamos un ensayo de esto, me conmovía desde lo más profundo de mi alma.	Sapakutin kayta yachashaqtiyku katatarachiwanraq, sunqu ruruy ukunmantapacha.
Flores 	Pasados aproximadamente 3 minutos desde despegue, una cámara en el interior mostró numerosos trozos de espuma aislante desprendiéndose del tanque de combustible. 	3 minutukunamanta wakapasqanmanta, huk camara bordopi achka espuma aislante nisqawan rikuchimun kay tanque ukupi pakikusqa.
Flores 	De todas formas, se cree que no han causado ningún daño al trasbordador.	Ichaqa yuyaymananku manan transbordadorpiqa ima challuypas kanchu.
Flores 	N. Wayne Hale Jr., al mando del programa de transbordadores de la NASA, declaró que la espuma se había caído «en forma posterior al momento sobre el cual se centra nuestra preocupación». 	NASA programa transbordador nisqapi N. Wayne Hale Jr. Kamachiq nirqan pusuqu suruyamusqa “chaymanta pacha llakichiwanku nispa.”
Flores 	Pasados cinco minutos del inicio del espectáculo, se desató un viento que, aproximadamente un minuto después, había alcanzado los 70 kilómetros por hora (...) luego llegó la lluvia, pero tan fuerte y tan densa que perforaba tu piel como una aguja. A continuación, cayó granizo del cielo; la gente, aterrorizada, gritaba y corría por encima de otros.	Pichqa chininikuna qipaman, wayra pukuyta qallarin, yaqapas huk chininiman hinalla wayra 70 km/h aypan… hinamantaq para hamun, aswan hatun hinallataq chatakuq yauri hinaraq aychaykipi chayan, chaymantataq chikchi chayamun, runata qaqcharikun, runa patapiraq qaparispa pawakachanku.
Flores 	«Perdí a mi hermana y a su amiga, y, de regreso, vi a dos personas en silla de ruedas y los demás les saltaban por encima y las empujaban», relató Armand Versace.	“Panayta kunpantawan chinkachini, ñanniypitaq iskay runakuna tiyaspalla suchunapi, runakunaqa pitallanku mayninpi tanqarparinku”, nispa nin Armand Versase.
Flores 	Además, NHK indicó que la central nuclear de Kashiwazaki-Kariwa, en la prefectura de Niigata, estaba operando con normalidad.	NHK willakamun hatun tiqsipaq kallpachaq Kashiwazaki Kariwapi chanintan llamkachkan nispa.
Flores 	Hokuriku Electric Power Co declaró que el terremoto no ocasionó incidencias y que se cerraron los reactores 1 y 2 de su planta nuclear de Shika.	Hokuriku Electric power llamkana wasi willarikun manam kanchu pacha kununuy nispa, hinaqa reactor 1 hinallataq 2 nuclear Shika kallpachaq wasinmanta wichqasqan karqa.
Flores 	Se informó que alrededor de 9400 viviendas de la región se encuentran si suministro de agua y unas 100 sin electricidad.	Willarikunmi yaqapas 9400 wasikuna suyupi mana yakuyuq tarikunku, hinallataq 100 mana kanchayniyuq (electricidad).
Flores 	Algunas rutas fueron dañadas, el servicio de trenes se vio interrumpido en las zonas afectadas, y el aeropuerto de Noto, en la prefectura de Ishikawa, permanece cerrado.	Munay kasqanwan riqsisqa, aswan allin kallpayuq hidroelectrica, chaynaqa allin kanchayniyuq tutapi kachkan.
Flores 	Una bomba fue detonada en la puerta de la oficina del gobernador general.	Huk bomba nisqa patamusqa gobernador general qillqanan hanparan chinpanpi.
Flores 	Otras tres bombas fueron detonadas en las inmediaciones de establecimientos gubernamentales en un tramo de dos horas.	Kimsa bombakunami gubernamental edificiokuna larunpi iskay urapi tuqyayunku.
Flores 	Si bien existen informes que señalan que el número oficial de muertos es ocho y las autoridades han confirmado que cerca de 30 personas resultaron herida, aún se desconocen las cifras oficiales.	Wakin willakuykunas hayka wañuqkunata rikuchin pusaqpi, chaymantapas chiqay umalliq willakuykunapitaq nimunku 30 kirikunawan kasqaku; manataq kunankamaqa riqsikunchu llapan yupaykunata.
Flores 	Se encontraron concentraciones de ácido cianúrico y melamina en las muestras de orina analizadas de animales que murieron tras ingerir comida para mascotas contaminada.	Unqusqa mikunata mikuruspa wañusqa uywakunap ispayninpi tarikusqa ácido cianúrico, melaminapiwan.
Flores 	Los investigadores indicaron que los dos compuestos reaccionan entre sí para dar lugar a cristales que pueden obstruir la función renal.	Hatun yachaywasimanta kuskiy maskaqkuna ninku, Iskaynin paykunapura yanantin cristales ruwanankupaq función rurunmanta wichqakunanpaq compuesto kutichiyta ruwanku.
Flores 	Los especialistas detectaron la formación de cristales en el orín de los felinos, por la incorporación de melamina y ácido cianúrico.	Maskaqkuna hispaypi tarinku ima qispiyay kasqanta misikunapi melamina munasqankuwan hinallataq cianúrico ácido nisqawan.
Flores 	Al ser comparados a través del uso de la espectroscopia infrarroja (FTIR), pudo determinarse que la composición de los cristales coincide con la encontrada en la orina de las mascotas afectadas.	Kay rirpukunap tupachiynin, unqusqa uywakunap hispayninpi tarikusqan chayhina, espectroscopio infrarroja (FTIR) nisqa tupachinachisqawan.
Flores 	No sé si se han percatado de ello o no, pero la mayor parte de los productos provenientes de Centroamérica llegaban a este país libres de impuestos.	Manam yachanichu sichus riqsichisqanita ququchkanchu manachu, yaqapas llapan productukuna Centroameticamanta kay suyuman mana inpuestullayuq chayamuranku.
Flores 	Aun así, los países de América Central gravaron con aranceles el ochenta por ciento de los productos que nosotros elaboramos. los tratamos a ustedes.	Chaypas, yaqapas pusaqniyuq pachakta mañakunku impuwistupaq América Central suyukunapi. Hatun quymi.
Flores 	A mí me pareció que eso no tenía sentido; definitivamente no fue justo.	Chaynaqa manam allinchu; chiqappuni manam chaninchu.
Flores 	Lo único que le digo a la gente es que ustedes nos tratan igual que nosotros los tratamos a ustedes.	Llapan runakunaman nisqaymi, imaynata qawaykiku chaymanhina qanpa qawanwankiku.
Flores 	Una propuesta de ley fue dictada por el gobernador de California, Arnold Schwarzenegger, que no permite vender o rentar videojuegos violentos a menores de edad.	Arnold Schwarzeneggermi Californiapa gobernadurnin huk proyecto de ley nisqata kamachikamun, manan ruwakunanchu raytiytaqa, chay millay video pukllaykunata warmakunamanqa alquilaytapas utaq qatuytapas.
